start	end	text
374472	377613	Allora, li ho messi lì, però potrei anche non usarli.
379294	386516	Size of type è la dimensione del tipo che poi... Ah, ho capito, lì, questo qua.
387577	387957	Esatto.
389117	390157	Per esempio?
390477	391998	Sarebbe il primo slot libero.
393698	395679	Sarebbe anche, in realtà sarebbe size.
396379	399220	Ah, questo sto dicendo se... No, aspetta, perché?
399720	405401	No, non ho capito.
408462	411363	C'è il vettore, no?
411403	414924	Il primo slot libero deve essere libero dalla fine.
415364	415684	È quello.
417429	421273	Però è la stessa cosa di size.
424036	425897	Ma quindi alla fine vuole a size?
426178	428780	Sì, alla fine sì, normalmente hanno lo stesso valore.
429781	433745	Però se magari modifico size ho quello da usare.
434305	436347	Ah, è tipo un tempo diciamo.
436608	436948	Esatto.
437128	439711	Ma non è mica che devi sempre sincronizzare questi due?
439731	439771	Sì.
443397	447280	Però c'è un overhead che non serve a niente, alla fine potrei anche evitarlo.
447840	457567	Un overhead... Preventive Memorization.
457587	461050	Infatti questo qua lo sapevo prima, lo avevo visto.
461710	467515	Che lo cambia solo se... Ma no, questa è una cosa che fai tu da utente, che lo usi.
468628	497595	tu dici al posto magari se hai già che avrai almeno mille elementi allora ti fai riserva mille così sai già che hai poi se hai già tipo 1000 e puoi fare 100 non puoi più farlo perchè hai già 100 in realtà ci sono già 100 che serve quindi non cambia nulla poi ho notato anche che hai proprio usato come si dice
499921	502443	Il stile del C sharp.
504244	505305	Ah.
505345	508207	Sì, io metto le facce con la lettera maiusca.
509048	509888	Questo C sharp.
510189	510549	Oh no.
510769	511169	Oh no.
511250	512150	Oh no.
512711	513411	Oh no.
513671	514032	Oh no.
514132	514432	Oh no.
515933	516233	Oh no.
516313	516634	Oh no.
516694	516874	Oh no.
516934	517294	Oh no.
517414	518075	Oh no.
518715	519376	Oh no.
528595	541199	io devo guardare qui come funziona un po' più guarda dove si mette la 1% come l'hai detto nooo si viene qua sono più abituato a vedere questo qua ma dove l'hai visto?
542199	552062	è una abitudine ma è una pessima abitudine perchè il riferimento è sul tipo non sul nome della funzione allora cosa che avete fatto?
552082	553722	vi avete mandato?
553942	555663	io vi avevo chiesto di cominciare a guardare la
557828	559632	a liberia standard, particolari vettor e stringhi, guardate?
569855	572456	Sì, no, non l'ho guardata.
572836	575557	Non l'ho guardata.
576257	578438	Tu l'hai guardata?
578838	578938	Sì.
578958	581599	Sto facendo qualcosa.
581659	585280	Non devi fare qualcosa, non fare grandi cose.
585940	590581	Ho guardato un po' insieme alla libreria Vector e le stringo ben ancora.
593202	594122	Parti alle stringhe.
595563	598164	Perché le stringhe puoi usare anche le stringhe.
599941	609143	Poi, quindi cominci a prendere l'infidenza, perché le puoi usare anche in un codice cino.
611543	620625	Vector, sì, c'è un concetto in più, e quindi... Guarda un po' più, dopo.
621626	623326	Prima prendi l'infidenza in estrella.
623746	625346	Invece la liberia tegue?
627007	628227	La liberia tegue.
629309	657365	No, no, no, no, quella no perché vi devo spiegare delle cose infatti adesso andiamo avanti un pochettino con la programmazione questa è un'attività fondamentalmente spostiamo l'attenzione verso i laboratori abbiamo un po' di strumenti in prospettiva che arrivi qualcuno così almeno avrete qualcosa
658334	675505	sono delle cose teoriche che devo spiegare e quindi già il fatto di fare un OML è teoria poi si tratta di trovare il punto di incontro con il linguaggio e di trasformare poi quel OML in codice
681969	709662	e quindi vorrevo riprendere c'è tutto il mondo delle strutture dati che dovremmo riprenderle mi riferisco alle strutture dinamiche in particolare puntatori soltanto che per voi per certi versi recupero o ripresa il problema è che chi non ce l'ha
713915	716237	faranno così, avranno qualche problema.
716297	717398	Comunque, torniamo a noi.
718999	733910	Facciamo un pochettino di C++ e quindi i concetti fondamentali della programmazione degli oggetti, quindi riprendiamo il concetto delle di Caritano, quindi penso che sia chiaro.
736172	741856	Quando fate queste esercitazioni poi, a questo punto dovreste fare lo scopo, l'idea è questa,
744352	748535	Nel momento in cui mi serve un vettore, a questo punto uso la classe vettore.
748555	752699	Nel momento in cui mi serve una stringa, uso la classe stringa.
754220	756281	Questi sono strumenti ulteriori, no?
759484	769111	Però, chiaramente, sono solo strumenti, perché a volte la possiamo considerare prevalentemente una mezza attività laboratoriale.
771253	772414	Qual è il senso?
773263	797842	usare un classi esistente e quindi l'obiettivo qual è in pratica non è tanto l'esercitazione quanto il fatto che se tu mi dici mi sono guardato la classe stringere come vi disse l'ultima volta la cosa più importante è come si studia una classe e quindi dicevamo primi costruttori
799949	803351	poi l'interfaccia, per l'interfaccia intendiamo tutto ciò che è pubblico.
804652	807953	Poi, a questo punto, lo scopo della classe, poi comincia il salmo.
810735	819480	Quindi, ogni volta che incrocio una nuova classe, la cosa che devo, ovviamente, conoscere è da dove comincio.
820380	827764	Quindi l'idea, ecco perché, questo lavoro è un lavoro laboratoriale che serve ovviamente a acquisire una tecnica di studio
830270	840536	Perché per parte della realtà sono nove classi che mettono a disposizione delle funzionalità e quindi mi faccio studiare una classe.
840556	859906	Poi ho detto successivo, costruisco la mia classe e allora ho subito cerco di documentarla, documentarla in pratica così come ho visto in C++ in un documento più formale.
862452	867896	L'anno scorso con te avevamo accennato, però avevo accennato un po' tutti, no?
867956	890010	C'è Doxigen, che sarebbe l'instrumento di documentazione delle classi e quindi sono strumenti che c'è, non ha senso, dico che il fatto di esercitazione lo dimentiche, come la storia di GitHub
891371	917548	cioè github non ha senso, cioè fare la lezione su github dico che ho fatto l'esercitazione, l'obiettivo è una volta che ho imparato ad usare github, tutto il lavoro lo faccio usando github allora all'inizio lo userò con delle funzioni di base di che ogni tanto aggiungo la funzione di github, l'importante è abituarsi a lavorare in quel modo quindi github
919424	920225	deve essere come?
920265	921245	Devo scrivere qualcosa?
921265	922926	È normale che io sa più usare la penna.
924688	940918	E quindi Doxygen diventa un strumento automatico, nel senso, è distinto di ciò che ho fatto una classe parte da Doxygen e faccio fare la documentazione, produco la documentazione attraverso Doxygen.
942621	959052	Quindi sono strumenti, diciamo, che rientrano nella professionalità, tanto è vero che è molto probabile che, se io scrivo un curriculum, mi dimentichi di citare l'uso di chitano, l'uso di oxygen, perché è talmente scontato.
959953	962654	Sui curriculum non scriviamo, non so usare la penna.
963895	966637	Non so te intessere, no?
966737	969199	O so leggere, non so te intessere.
970791	971731	E quindi, perché?
971872	972672	Perché lo facciamo?
974393	977054	Tutti i giorni, e quindi chiaramente è normale.
978035	991221	Non è normale in un contesto aziendale, in un contesto in cui ci si presenta, è chiaro che il fatto di trovare, di fronte alle persone che usano questi strumenti, è chiaro.
992401	997744	Ci sono delle persone che non solo sanno quello che devono sapere, ma anche hanno un metodo di lavoro, no?
998692	1004314	e quindi sono molto più produttivi e quindi più immediati di inserire.
1004354	1006595	Detto questo, torniamo.
1007895	1009755	Noi abbiamo parlato di alimentarietà.
1010976	1013317	Vorrei che facesse subito un esempio idiota.
1013337	1014757	Io sono lento a scrivere.
1016798	1017858	Quindi lo possiamo fare.
1019879	1027061	Allora, uso la lavagna per farvi capire una cosa.
1030595	1046368	si tutti voi tenete la tastiera perché siete più veloci uno dice boomer, no sempre è stato così, anche la wak allora dicevamo, abbiamo fatto
1058386	1060687	Ok?
1060707	1066810	Questa è l'eresitalità, no?
1066870	1071391	Pare, figlio, a questo punto, qual è la sintassi?
1071411	1075933	Avete fatto prove di sintassi di classi derivati?
1077114	1079835	La sintassi, dal punto di vista del C, è questa, no?
1080955	1081516	La ossima.
1083296	1083696	In questo caso,
1086000	1095962	B è derivata, 2 punti, derivata, pubblico, privato, protetto, passaggio che vogliamo fare.
1108604	1111425	Pubblico, privato, protetto, derivata,
1113381	1122389	e a questo punto dentro ci mettiamo delle cose, quindi bisogna usare la sintassi, la sintassi del CPT.
1125051	1142365	Facendo ancora sintesi, eredità significa che ci sono dei membri che possono essere delle, della classe generica, che possono essere passati, non è privata, alla classe derivata,
1144093	1171409	quindi dal generale co-specializzato è chiaro che a questo punto è chiaro che qui abbiamo detto abbiamo detto dipende dal tipo di passaggio, la modalità di passaggio quindi se io passo secondo modalità pubblica succede qualcosa
1172472	1176794	protetta, succede altre cose, privato, succede altre cose.
1178274	1179095	Cosa succede?
1180075	1186678	Il problema è, io devo trasferire qualcosa alla classe specializzata.
1188338	1194561	Quello che posso trasferire sono, possono essere metodi, possono essere proprietà, possono essere classi.
1198424	1206227	È chiaro che nel momento in cui i membri raggiungono la classe B, il problema qual è in pratica?
1206367	1207347	Cosa diventeranno?
1207407	1208227	Cosa diventeranno?
1208287	1209247	Che significa?
1210088	1212829	Quale visibilità avranno?
1214489	1226273	E quindi abbiamo detto che all'interno della classe ci sono, sì, i membri, però in effetti succede ogni singolo membro, devo anche determinare un livello di visibilità.
1227046	1235531	pubblica significa che tutti possono usare quel membro, tutti intesi all'esterno della classe e dell'oggetto.
1238393	1239034	Protetto?
1239574	1239734	No.
1240955	1242576	Solo membre all'interno.
1243176	1243716	Privato?
1243957	1245618	No, solo membre all'interno.
1247759	1251922	E quindi, chiaramente, sapendo questo, quel sito qual è?
1251942	1254103	Una volta che ho trasferito l'eredità, cosa diventa?
1254855	1256757	quale grado di visibilità avrà.
1259699	1270228	E poi abbiamo visto lì, sul percorso, abbiamo visto quali sono le regole in pratica.
1271669	1280277	Quindi, discorso, trasferisco la modalità pubblica a mantenere lanterate ovviamente le visibilità.
1282559	1308750	nell'eredità o dell'eredità non fa parte tutta la componente private quindi praticamente resta una caratteristica della classe generica della generalizzazione passa dell'eredità praticamente composta da membri pubblici e membri protetti
1312370	1338699	quindi in brady la cosa interessante sul membro protetto dicevamo perché mantiene diciamo un grado di protezione e di visibilità praticamente minima quindi soltanto relativa all'interno della classe e non consente a soggetti esterni di utilizzare
1340755	1341736	quel membro.
1345078	1349622	Il privato ha un'altra caratteristica, non passa come levità, vero?
1351103	1359949	Può succedere, gli abbi hanno la necessità di far passare anche componenti, diciamo, inaccessibili all'esterno.
1362271	1364152	Questo ha introdotto questo nuovo concetto, no?
1365793	1367315	Il concetto di protetta, in pratica.
1368639	1370980	delle funzionalità che trattano anche prima.
1372281	1382966	Detto questo, il discorso dell'eredità, c'è un altro concetto di cui non abbiamo parlato, il corona effetti, lo vediamo adesso.
1390490	1392571	Scrivo quello in minima indispensabile.
1394812	1394852	Ok.
1397837	1423062	La classe B, che è la classe specializzata, ha un'opinione e supponiamo che la classe A, per esempio, abbia un'opinione.
1423222	1425302	Qui è possibile apprezzare la prima cosa.
1426966	1430727	è cosa che possiamo apprezzare, tanto cosa succede.
1433108	1434708	Quale è il significato di questo esempio?
1436429	1456415	C'è la classe derivata, che è la classe generica, hanno un membro, hanno un metodo con le stesse caratteristiche, con la stessa firma, e quindi, in pratica, stesso nome, stessi, parametri, questo dato non ci sono fatte.
1458954	1470463	Sapendo che questo è un membro pubblico, verrà trasmesso in eredità indipendentemente dalla modalità.
1470923	1476548	La cosa è certa, è pubblico, quindi quella è un'eredità che arriverà sicuramente al figlio.
1476588	1480531	Ci ritroviamo con una situazione di questo genere, cioè abbiamo due funzioni.
1480551	1486176	A un momento in cui io dichiaro
1488058	1517607	crea un'istanza dell'oggetto di classe B del tipo E chiamo il metodo F il problema è quale F parte cioè quello del figlio e quello ovviamente del padre sono arrivate entrambe la regola è soprapposizione
1518744	1519905	parte quella del figlio.
1521887	1522387	Ci siete?
1522947	1524549	E quindi in principio sì.
1526850	1528992	Sì, diciamo di sovrapposizione.
1531134	1533315	E questo è un primo aspetto.
1535157	1544444	Ci sono altre considerazioni del tipo, e qui poi dovremo aprire un'altra parentesi, perché c'è un altro aspetto interessante.
1546556	1575455	che è legato ovviamente alla gestione dei costruttori nel senso che è chiaro che quando io dichiaro, c'è una cosa ovvia, quando io dichiaro un'istanza di B e B ha una classe generica per poter utilizzare la funzionalità della classe generica quel metodo deve esistere
1579870	1580770	Cosa intendo dire?
1582851	1597737	Supponiamo che ci sia anche G. Ci siete?
1598957	1600457	Allora, l'eredità cos'è?
1602318	1603659	Passa G e passa F, no?
1603999	1604219	Perché?
1605216	1606016	che sono pubbliche.
1606556	1606877	Ok.
1607537	1619880	Allora, a questo punto io con la necessità di far partire G posso fare, supponendo che il passaggio sia stato pubblico, no?
1622241	1634045	Il problema è, per fare questa chiamata è chiaro che quella funzione, questa funzione, io sto lavorando non tanto con il figlio, eh,
1636471	1640073	Non ho dirato il padre, quindi da qualche parte ci deve essere.
1640793	1651680	Questo significa che in cui io crea un'istanza di B, automaticamente ne prego anche una per il padre, per andare ad affiggere, per elevare.
1651841	1652941	Il problema è questo.
1662402	1675106	Per far partire il padre, in questo caso, abbiamo un costruttore che richiede ovviamente il parametro.
1677007	1677807	Ci siete?
1679608	1680468	Quindi cosa succede?
1680548	1685270	Io dichiaro B, provo a chiamare G, è chiaro che ci sarà un problema, no?
1688271	1688591	Perché?
1691033	1693235	Il costruttore di A non è partito.
1693995	1694416	Perchè?
1694816	1701381	Per partire è necessario avere a questo punto, fornire un parametro.
1702621	1707085	Quindi, chi ha il problema?
1708906	1710907	Lo avete affrontato questo problema?
1711168	1711948	Ti chiedo, eh?
1712969	1713649	Sì, hanno scolto.
1717472	1717652	Voi?
1718573	1718613	Tu?
1720939	1724300	Poi ho avuto a che fare con un costruttore di default e non c'era bisogno.
1724340	1725140	Chiaro il problema.
1725320	1729281	Il discorso non è tanto quello che sto dicendo quanto il problema.
1729421	1734241	Cioè, partiamo dal problema e aggiungiamo tutto quello che sto dicendo, ma facciamo l'inverso.
1735002	1739742	Quello che sto dicendo non ha molto senso, è semplicemente una lozione, può succedere.
1740583	1742263	Non è così che possono succedere tante cose.
1742283	1745304	Il problema è, a volte, ci sono situazioni che succedono.
1746704	1747564	Ci sono delle classi
1748374	1752856	che partono con dei costruttori specifici, nel senso che richiedono dei parametri.
1753716	1769842	Mentre in cui esiste una gerarchia, attenzione quando imposto quella gerarchia, perché se basta usare il figlio poi il padre deve partire e quindi se il padre richiede un parametro, domanda, il parametro chi glielo dà?
1771802	1772803	È chiaro?
1774643	1775824	È chiaro il problema?
1776570	1781432	Quindi il problema, la reticità è, ok, quello deve partire chi gli dà il parametro.
1782732	1789855	Di fatto, quello che vi ho detto è chiaro, posso costruire la risposta?
1789875	1802419	La risposta è, se rifletto, qual è il primo metodo che parte quando un consultore, e quindi a questo punto, all'interno del consultore del figlio,
1804030	1817833	per edispongo la chiamata al costruttore del Padre fornendo tutto quanto è necessario affinché il Padre parta correttamente.
1818453	1818833	Siete?
1820973	1832215	E quindi suggerimento io a questo punto mi dovrei fermare a dirvi fate subito la prova perché se avete capito bene il problema è che
1833931	1838253	Se non fissate quello che avete fatto, chiaramente la cosa si perde.
1838373	1839954	Quindi, partiamo dal problema.
1841175	1843716	Abbiamo detto cos'è una gerarchia.
1845097	1850360	Abbiamo fissato le regole per poter riconoscere una gerarchia.
1850680	1855742	Cosa accade quando abbiamo una generalizzazione specializzazione?
1855822	1858844	Le serie precedente abbiamo motivato
1860216	1888875	abbiamo parlato ovviamente di padre e figlio però in effetti un altro concetto che possiamo abbinare all'aspetto familiare generalizzazione specializzazione c'è una classe generica che fornisce delle funzionalità di base e poi delle classi specializzate che hanno ovviamente ogni una la propria specializzazione questo significa tutta una serie di membri
1889966	1897752	che la rendono specializzata, quindi la funzionalità generica più la funzionalità e i figli, ovviamente, delle specializzazioni.
1898893	1903897	Detto questo, abbiamo detto qual è il concetto di derrattiva.
1904918	1915066	Attenzione, l'uso del C++ è strumentale, nel senso che almeno mi interessa in questo momento fare C++.
1915126	1918189	Mi interessa che passi questo concetto.
1919973	1946501	capire il senso della gerarchia perché la gerarchia praticamente come la ritrovo è un concetto fondamentale della programmazione dell'oggetto che prescinde dai linguaggi, cioè sono i linguaggi che si devono adeguare a queste regole quindi tutti i linguaggi dovranno essere progettati tenendo conto le regole della programmazione dell'oggetto.
1946561	1947241	Detto questo
1949535	1977668	può succedere che il genitore qui ci sono ovviamente le sfumature le sfumature quali sono in pratica ci sono dei casi particolari il genitore o la classe generica per partire a bisogno ovviamente di costruttori come tutti gli altri però in questo caso potrebbe non esserci
1979285	1986391	un costruttore generico, perché i costruttori lo ho previsti io e questi prevedono appena di passare dei parametri.
1986411	1988333	Il problema è chi gli dà i parametri.
1989594	1992497	E' sufficiente questa domanda per regalare la risposta.
1992837	1993878	Qualcuno gli deve dare.
1995479	1997020	Non gli posso dare il mail.
1999463	2004147	Devo stabilire sempre, mantenere la gerarchia e il concetto di avedità
2005097	2031428	e quindi è inevitabile se usa il figlio, sarà il figlio che gli dovrà passare quando, dove e qui prende forma l'altro concetto una classe può essere dotata di più costruttori e i costruttori sono quelli che creano il progetto quindi praticamente è chiaro che questi costruttori dovranno essere richiamati
2034464	2034844	Da chi?
2035904	2036865	Da un altro costruttore.
2037105	2044367	Il costruttore del figlio chiama il costruttore del padre, il quale poi trasmette quanto serve al figlio.
2044707	2048888	Questo è quello che abbiamo fatto adesso.
2049268	2052089	Io vi suggerisco, ripeto, poi di fare subito una prova.
2053009	2054190	Vado un attimo avanti.
2055610	2059211	Questa è la prima prova che dovete fare, ma per consolidare il concetto
2061591	2061951	E' chiaro?
2062892	2067556	Perché se voi non mi dite, non mi dite niente, l'avete capito.
2069017	2071999	Il problema è che chi non ha fatto proprio, non l'ha imparato.
2072820	2084969	Imparare è un'altra cosa, bisogna fare una prova per consolidare la cosa, perché sennò appena usciamo dalla porta, fino a quando stiamo parlando dell'argomento, siamo qui dentro, tutto resta in testa.
2085209	2087291	Usciamo, è finita, ve lo chiedo,
2089176	2093600	usciranno dei suoni introponibili.
2093940	2095181	Ci siete?
2095322	2098965	Mi sento sempre tirato in casa con la storia dei suoni.
2099245	2101187	No, io sto pensando di un'altra persona.
2101427	2105450	Sono introponibili.
2107873	2108253	Ci siete?
2108493	2112897	Quindi vi chiedo di fare questa prova, cioè inventare un esempio anche stupido.
2112917	2113537	L'importante è che
2115672	2124599	l'obiettivo è provocare l'errore il figlio muona il costruttore del padre che succede?
2127642	2143575	ovviamente il costruttore del padre deve prevedere un parametro e quindi chiaramente e se lo volete fare di appunti questo è se non lo faccio succede questo se lo faccio risolve il problema se faccio questo risolve il problema
2145666	2147308	e così capito il senso.
2147708	2152392	Detto questo, noi abbiamo parlato adesso quindi di eredità.
2155495	2168667	Bene, sull'eredità possiamo dire sì, per il momento possiamo accontentarci.
2169468	2170349	L'evoluzione
2171650	2175513	L'eredità mi serve anche per implementare un altro concetto.
2175933	2176834	Moliporfismo.
2177554	2178715	E' il polimorfismo.
2179195	2180816	Altra cosa molto interessante.
2181697	2184739	Il polimorfismo praticamente cosa indica?
2188241	2190623	Usiamo un termine più specifico.
2191403	2193204	Qual è il senso del polimorfismo?
2193384	2194425	Qual è l'obiettivo?
2195045	2195746	Perché è nato?
2197267	2198688	Per risolvere quale problema?
2200742	2214028	Il problema che si è voluto risolvere è questo in pratica, avere, invece di avere tante classi, avere delle classi generiche.
2214288	2218911	Quindi praticamente entriamo nel mondo della programmazione generica.
2220251	2222212	Programmazione generica che significa?
2223933	2230036	Io imposto uno scheletro e quindi delle funzionalità di partenza
2230538	2232680	e poi di volta in volta le specializzo.
2235422	2256457	Questo che significa col polimorfismo io posso lavorare con classi generiche che possono essere specializzate quindi nasci in un modo e diventi tante altre cose quindi praticamente una classe, un oggetto che è una classe che è un oggetto che praticamente
2259409	2279247	è una specializzazione però come funziona gli ingredienti che non devono mancare sono l'ereditarietà quindi devo creare prima un sistema di gerarchia e poi
2281437	2284119	e poi a questo punto mi serve qualche altro strumento.
2284639	2293165	Attenzione al discorso dei puntatori, nel momento in cui io uso il termine puntatore, stiamo parlando del C e del C++.
2293265	2309957	Il concetto di polimorfismo prescindente dei puntatori è un'implementazione che abbiamo con il C, cioè lo strumento che viene messo a disposizione del C++, sono i puntatori
2311343	2314285	Sì, per gli altri linguaggi puntatori non esistono.
2314325	2315886	Non si vedono, eh?
2315906	2316526	Non si vedono.
2317427	2330234	Questo lo... No, non lo... Cioè, questo... Abbiamo detto... Io ti ho svelato quello che c'è dietro, il discorso è... Si vedono o non ti vedono, una cosa è certa, se li cerco non li trovo.
2331735	2334937	Quindi... No, sono un citica, se non lo svelano non c'è niente.
2335277	2338439	Il concetto, la cosa più importante è cosa si intende per poi rimaspire.
2340976	2342637	Cosa si intende per colimafismo?
2343338	2358931	Nel senso che, per capirci, se io ho due classi A e B, indipendenti, allora qualcuno potrebbe dire, ok, io voglio che A diventi B e voglio che B diventi A. Bene.
2360332	2363154	Si può fare ad una condizione, quello che ti ho detto prima?
2365556	2367638	Se non c'è un piano di leitità, chiaramente,
2368712	2375514	è chiaro che se voglio implementare il concetto di polimassismo devo avere quanto a meno una situazione di eredità.
2376694	2380375	Se mi manca questo, poi c'è l'implementazione.
2380895	2392558	L'implementazione dice, il C++ dice, ok, che la realità, sì, vuoi creare un effetto, sì, devi usare un altro ingrediente, che ti do io?
2394219	2394519	Io chi?
2398527	2398867	È chiaro?
2398887	2399928	Il linguaggio?
2400608	2413752	Quindi il linguaggio vi metto a disposizione un altro assoluto poi per rendere reale, a questo punto, per rendere reale il polimorfismo, per diventare una classe qualcos'altro.
2413812	2426237	E quindi, l'importante che faremo sarà questa, che è class A, class B, diciamo,
2433943	2460127	è derivata da la presentazione grafica è questa A e B in questo modo io sono ridondante però la ridondanza ha un scopo ricordare sempre che si serve per me perché esistono presentazioni grafica in pratica che
2461488	2465170	io lo devo tenere in considerazione.
2465230	2467451	Quindi, ho creato la diorarchia.
2467891	2484180	A questo punto, per poter avere applicato un concetto di polimorfismo, mi serve, detta così, praticamente ho creato semplicemente tutta la scena.
2486041	2489443	Per poter avere la funzionalità ho bisogno di un punto di lancio.
2493557	2513862	e il punto di lancio è a questo punto ok, supponiamo che io lancio il lavoro in questo modo facciamo un'ipotesi qui ho semplicemente creato due oggetti differenti, no?
2515342	2519363	ma non si parla di polimerfino quindi
2521075	2525078	Per poter implementare il polimorchismo bisogna un presto scenario.
2533343	2538227	Un puntatore che punta alla classe generale, generica.
2540668	2548333	Ma anche qui non mi dice niente, è semplicemente una regola sintattica del C++, quando vedo l'asterisco quello è un puntatore
2550244	2553527	ripasso, ricordate cosa è un contatore?
2554208	2560093	Una variabile che contiene un indirizzo.
2560113	2560774	Qualcos'altro?
2562435	2572184	Fa riferimento un'area di memoria, la possiamo utilizzare per allocare un'area di memoria di un certo tipo.
2573123	2595974	ovviamente ogni puntatore praticamente punta ad un'area di memoria, tutti i puntatori puntano ad un'area di memoria, la differenza è che un'area di memoria è troppo generica, ogni area di memoria ha una sua dimensione che è legata, quindi lui punterà ad un'area di memoria sì, però
2598166	2604091	Quella era di memoria, ovviamente, le dimensioni di quella era di memoria sono dettate dal tipo.
2605512	2620705	Quindi, a questo punto, un puntatore è chiaro che da questo momento in poi io posso applicare tutte quante le regole, le regole dei puntatori.
2622446	2625909	Regole dei puntatori, che cos'è una class?
2628032	2629013	in un tema di metodi, no?
2629313	2635899	Però noi l'abbiamo associato anche al concetto, c'è un altro concetto che viaggia sulle classi.
2637360	2640703	Apparentemente non c'entra niente con le classi, perché è una classe speciale.
2643325	2644786	Ed è praticamente cosa?
2645426	2647808	Sono le strutture greco-pedecine, no?
2650643	2652324	Perché faccio riferimento a questo?
2652384	2661650	Perché se io a questo punto volessi richiamare un membro dovrei utilizzare la notazione puntata.
2663311	2664372	In questo caso sarebbe
2680758	2684340	Questo è chiaro?
2686561	2700748	Questo significa che questo è un puntatore a questo punto che punta ad un'area compatibile delle classi A.
2704355	2710379	A questo punto torniamo al discoteco del politico del FISMO.
2710859	2712100	Dov'è l'intervatazione?
2714581	2717903	Io qui ho semplicemente dichiarato un contatore della classe.
2719264	2728050	Abbiamo detto quali sono le regole di accesso ai membri della classe, ma non abbiamo appena detto in funzione il politico del FISMO.
2729190	2730391	Dovremo istanziare proprio.
2730411	2730791	Ci siete?
2731092	2733113	E quindi?
2737299	2738479	Voi cosa vi proponete?
2738859	2740820	Ben creare l'oggetto, la memoria.
2744221	2744661	Perché R.B.
2744781	2745621	va a metterlo là?
2745921	2761105	No, io ho dichiarato una portata che si chiama che punta ad un'area di memoria pari alla classe A. Io ho lamentato le regole di accesso
2762515	2763976	e poter accedere a questo punto.
2764036	2777902	Esterisco a il nome dell'oggetto tra parentesi, punto, il nome del modulo, cioè del metodo o della variabile che voglio richiamare.
2777942	2783124	Però dire questo non significa dire polimorfismo.
2783144	2790468	Non significa dire polimorfismo, ma semplicemente significa dire o dichiarare un puntatore.
2791681	2798105	Si può fare per le classiche, si, si può fare per gli interi, si può fare anche per le classiche, e lo abbiamo fatto.
2798145	2808272	Il punto è un altro, quella portione di codice in pratica, quella riga di codice, non dimostra nulla in merito al polimorfismo, perché manca un pezzo.
2809493	2810753	Qual è il pezzo che manca?
2811434	2811794	Manca B.
2839056	2842218	Questa è la mia risposta, ho un sacco di messaggi che vi mandate.
2843998	2842218	1.
2844539	2852442	Avete già rimoso, avete fatto olore, avete dimenticato come funziona il polimorfismo.
2852462	2852442	2.
2852482	2854203	Avete anche dimenticato come funzionano i puntatori.
2865024	2873046	L'ho detto, puntatori, una scorsa abbiamo giocato.
