start	end	text
1437117	1444281	Come gli ha fatto il tuo, dice, usa queste parole, strike edge, strike edge, strike edge, dei linguaggi.
1446824	1450967	i linguaggi e il codice scritto in quei linguaggi.
1452027	1452448	È chiaro?
1453048	1453708	E quindi è chiaro.
1453808	1459292	Se tu hai delle chiavi direttore di codo significa che ogni volta che ritrovate questa combinazione, potrebbe significare.
1459732	1462734	Poi ci possono essere sfumature anche sulle parole chiave.
1463415	1464935	Però fondamentalmente sono due.
1465236	1469258	Che è la domanda che dovreste fare?
1469298	1469839	Che è questa?
1471980	1473301	Fin qua è chiaro?
1473861	1474942	Ma solo una cosa.
1476224	1482725	l'eccezione si propaga solo nel momento in cui facciamo try?
1483305	1503629	no, è passivo il try è il nostro momento che fa il monitoraggio e ti dà la possibilità di visualizzare visivamente il codice critico codice critico significa che può generare
1504224	1506904	quando si verificano certe situazioni no?
1507245	1530448	anche se mette una funzione critica non all'interno di un try comunque si propaga lo stesso ok perfetto si assolutamente si assolutamente si la propagazione avviene sempre però se lo metti fuori in un try ti dà errore, punto, si blocca il programma no, ma fino che io non trovo un catch si prende dal tipo di errore al di fuori di un try la logica è la stessa
1534784	1537166	Sì, sì, sì, cioè l'eccezione viene sempre sollevata.
1538307	1539368	Solo non viene sollevata?
1539488	1542731	Il problema è, il problema, il problema guarda è in pratica.
1544752	1546834	Tu non saprai mai da dove partire l'eccezione.
1547735	1547855	Sì.
1547895	1548355	Sai che c'è?
1549336	1550838	In Java ho visto questa cosa.
1551758	1553480	Non pensare, segui l'aggionamento.
1553800	1556162	Pochi arrivarono che non capivano col Java.
1557343	1563068	Se tu non metti il try, non è che dici l'eccezione è palla paga, cioè dici che va bene.
1564426	1566228	esce.
1566248	1567028	Sai qual è il problema?
1567429	1586985	Che se metti il trial ai punti di osservazione, no, ai punti di osservazione e di controllo, se non ce lo metti e non ti sei reso conto, non sei dell'esistenza e ne hai 4-5 di questa funzione senza trial, e ti danciano le eccezioni, tutti cominciano a capire le eccezioni.
1587005	1588766	Il problema è che non se la devono aprire.
1591188	1591548	È chiaro?
1592329	1592830	Perché se tu fai
1594009	1607754	F e sotto ci metti case per la gestione, tu sai che da qui ti arriva un'eccezione, qui c'è il codice, il tipo di eccezione, e tu sai esattamente chi è stato tu, è chiaro?
1609454	1619738	Io sto facendo, è chiaro che io sto facendo i ragionamenti con una funzione squalida, con tre ipotesi, ma molto semplificate per farvi arrivare a ragionare in un certo modo.
1621793	1624796	Poi, per complicarti la vita, vi ho sempre detto che ci sono dei tempi, no?
1625676	1631021	E' come se usi il metodo di una classe che non ho fatto io, classe string, no?
1631301	1640348	Vuole utilizzarne un metodo, ma invece di mettere una stringa come parametro, ci metto un booleano.
1641169	1644712	Ok, sarà la classe string all'angelo a mille eccezioni.
1645332	1651097	E io per vederla, l'unica cosa che posso fare è cliccare sull'errore e mi si apre il file per classe string dove c'è
1656857	1658138	Ma devi capire questo Giro?
1658798	1659679	Questo è un meccanismo?
1660639	1665222	Se lo capisci in un momento in cui tu leggi quel codice, non vai in crisi.
1666643	1668604	E anche, perché vi dico questo?
1668664	1673107	Perché mi trovate di fronte a una tirazione di questo genere?
1674608	1679511	In effetti la cosa più antipatica era, ok, premessa, devi gestire su un video delle eccezioni.
1681448	1689131	Cioè, della serie, se tu non ti predisponi per la gestione, immediata, in fase di compilazione, c'è subito l'errore.
1689151	1691813	E l'Iberna dice, ma perché cazzo le devo fare queste cose?
1691833	1694374	È chiaro che dietro c'è un mondo, no?
1694394	1696355	Infatti, c'è un mondo dietro l'eccezione.
1698135	1702437	Motivo per cui, il capitoletto, il paragrafetto, quello che cazzo è, è una cosa tanta.
1703778	1705779	Sì, però, hai voglia?
1707179	1710801	Quanto materiale di approfondimento, cioè, è materia di approfondimento.
1712521	1712901	E' chiaro?
1713281	1727006	Detto questo, qui ci siamo tra l'osservazione, il catch, i punti di gestione, l'intercetto e l'aggerizio.
1728867	1730647	Però c'è un altro che apre?
1731007	1733208	Tutto bene?
1736445	1741288	Il tro invece è un'altra cosa, questa è la famiglianata funzione F. Funzione F, un certo corpono, c'è una varia.
1768795	1770336	Ok, questo è il punto di lancio.
1775459	1775699	Chiaro?
1777200	1780001	E quindi, visto che siamo in guerra, chi è il lanciatore?
1780321	1781162	La funzione?
1782743	1783423	Credita?
1784764	1792108	Che rileva l'assenza di carta, non manda il massaggio, shout, e ti dice tro.
1793488	1794149	Tro cosa?
1795089	1796310	Il tro da solo non ha senso no?
1797511	1798051	Tro cosa?
1799101	1800162	Eccensione, gestisci.
1800182	1802383	Eccensione 1, stanco.
1802903	1804204	Cioè, casta.
1804224	1807725	Eccensione 2, un'altra cosa, eccetera eccetera.
1808026	1808386	E' chiaro?
1809426	1811147	Vedi che parola sono fondamentalmente 3.
1813748	1811147	3.
1815389	1816229	Faccio un monitoraggio.
1816650	1819311	Attenzione, io faccio un monitoraggio se sono avvisato.
1819911	1825274	Tu puoi monitorare il codice se lui ti avvisa e ti dice, guarda che c'è un'eccezione da gestire.
1826605	1830726	e ti devo anche documentare l'eccezione dicendo che questo è il codice di gestione dell'eccezione.
1832827	1833187	E' chiaro?
1834228	1837449	Quindi, praticamente, gli oggetti sono sempre due.
1837629	1843091	Chi progetta la classe, la funzione e chi usa il problema è per chi la usa.
1844991	1848493	Il problema è che se tu sei entrambe sai già come stanno le cose.
1850953	1851334	E' chiaro?
1851854	1855135	Quindi, se dovete collaborare, motivo per cui ecco, perché ho sempre detto
1856098	1882589	dovete collaborare quanto più possibile perchè tu scrivi una cosa e poi apprezzi queste cose a un momento in cui usi le cose sue è viceversa e fate esperienza altrimenti verrete andate a cantare da soli a un momento in cui interagite è lì che capirete quanto è difficile collaborare perchè fino a quando sono io stesso è l'attima
1884306	1909622	il problema è quando gli devo dare una cosa che lui dovrà usare, lui ci persa ecco il discorso del lavoro, allora si li sbagli, sbagli, sbagli, corregli e sbagli siamo a scuola fanno in azienda poi non vende più il prodotto perché i tempi si allungano e i costi aumentano è chiaro?
1910302	1912624	detto questo fin qua ci siete
1914036	1921498	ok se è vero che sono stato chiaro ci sono domande intanto sui concetti?
1922539	1940565	esatto spiegato su come spiegare perché ma non mi ricordo pro eccessione dovrei mettere uguale a 1 eccessione è una variabile dai quello dipende allora l'ultimo
1947631	1950192	Lui, chiaro?
1950653	1953575	Usa la tua funzione.
1955956	1961420	Tu, quando la progetti e la funziona, ti devi riguardare di usare la trova.
1962761	1966083	E dovrai decidere anche il tipo di eccezione.
1967284	1970066	Cos'è un'eccezione, abbiamo detto, un'anomalia?
1970086	1970266	Insoldoni.
1974150	1979893	Può essere un intero, può essere una stringa, può essere un plot, può essere un oggetto.
1981814	1985936	Una cosa certa deve essere qualcosa, oggetto compreso.
1987437	1995120	Quindi io posso anche lanciare, non 1, 2, 3, 4 interi, ma addirittura interi oggetti.
1996681	2000343	Per noi, tanto che gli avevo già dichiarati, è chiaro?
2001639	2009421	E lì scoprirete che il C++, come tutti i guanti, ha un albero delle eccezioni.
2010942	2020325	Ci sono delle classi, classi, exception, che gestiscono situazioni specifiche.
2020365	2021465	Quello è l'approfondimento.
2024266	2027787	Studiare quell'albero significa questo conto avere di strumenti pronti
2029136	2036302	che il CPU mette a disposizione per gestire delle situazioni specifiche, tipo per esempio una catalogazione di spazi in memoria.
2038124	2040626	Non la gestisco, lancio l'accezione.
2041426	2041967	Come?
2042027	2042908	Con quale codice?
2043008	2044229	Con quella che ti dà il CPU.
2045350	2049253	Ma questo, come un trasatore, cioè questo è l'approfondimento.
2050294	2052896	Come anche tutti gli uggagli, no?
2052936	2057459	L'accezione di appronte che gestiscono le situazioni specifiche.
2059384	2071806	tipo hai superato i limiti della base vector non puoi inserire più niente eccezione quando andrete a guardare, no?
2072946	2085069	la STL quando andate a vedere, cercate le eccezioni che è bravo, è bravo, è bravo adesso cominci a collegare le due
2087722	2094512	Tutte quelle parole che avete incrociato, adesso avete l'astrumento per poter fare il meglio e conderele.
2094952	2097676	E dire, mo capisco che cazzo volevano dire quelle cose.
2099339	2100721	Questo è il lavoro che vogliamo fare.
2104785	2123360	perché gli ho dato un compito, gli ho detto guardate le figure io gli ho fatto una richiesta se avete fatto quel lavoro sapete di cosa sto parlando, se non l'avete fatto siete nella merda non lo capirete mai, non lo capirete sempre
2125459	2131280	Perché l'obiettivo è chiaro, ve la do da studiare, ci saranno delle cose che non capirete.
2131640	2134261	Se non mi dite non ho capito questo, non l'avete letto.
2135981	2137001	No, non l'avete letto.
2139462	2143263	E se tu mi dici che l'hai letto, mi sta prendendo per il culo e mi gira in coglione.
2145143	2147283	Perché non puoi leggere una cosa che non capisci.
2147323	2148324	Che cazzo leggi a fare?
2148344	2149584	Non sta capisci il Cristo.
2152762	2155404	Allora mi prendi per il culo e poi diventi una bestia, no?
2155744	2162350	Ma l'anno scorso hai detto sì, ma io leggo queste cose, poi le dico template, non capisco un cazzo, te lo ricordi?
2163210	2169875	L'anno scorso abbiamo parlato del template appunto perché ho fatto questo intervento e faccio sì, ci hai dato la libreria da legge, ma poi mi trovo template, non so che cazzo vuol dire.
2171817	2172237	Certo.
2172878	2178342	Il discorso è, l'ho letto, io l'ho capito, sono andato in crisi, ok, e la prossima lezione?
2180891	2183294	però ti devi schiantare, ti devi fare male.
2184094	2188959	E' inutile che te lo spiego in sequenza, è chiaro che se io te lo spiego in sequenza tutto funziona.
2205035	2206996	Quindi, cosa vi chiedo di fare?
2207296	2215538	Ok, il modo che tornerà eccezionale, avete due modi da chistire, da esplorare.
2215698	2226862	Uno è il corso delle fasi dell'interfaccia, che è lo che si deve rendere appunto per la domanda di fare.
2227042	2233604	Volevo dire che c'è questa introduzione al mondo delle eccezioni.
2234423	2263673	avrei potuto ripetare questo mondo con un quarto d'ora e sarebbe stato sufficiente dire che tra il catch e il throw ad esempio il pilota mi avrebbe risposto ad esempio il pilota vi avrei chiesto qualcosa di sim da quello l'avreste fatto ma avreste ripetito il caso ma poi ho voluto dedicare un po' di tempo per fare questo riflettere
2265644	2281758	e dirgli c'è un mondo che lo volete esplorare bene altrimenti state tranquilli volete restare nel mondo della programmazione, chi crocerà di questo problema?
2281778	2288524	C'è un'altra cosa che vi ho detto, come poi l'abbiamo fatto adesso in tre anni tu stai registrando?
2289385	2290706	BIP BIP BIP BIP
