start	end	text
620672	633804	non so per quanto, perchè se qua andà al circolo... è moltificante, è moltificante, effettivamente quindi, o vuoi imparare, se vuoi imparare, pressa se vuoi prendere un pezzo di carta, soffrirai?
636386	639769	questo per altri motivi, per una cosa è certa, cioè
642697	643577	Non sarà facile.
643777	646678	Adesso facciamo la lezione come dicevamo, no?
646978	655659	Perché adesso, tranne te, gli altri vengono da... e anche tu, da tenerla svegliata, un po' di più rispetto ad un sforzo.
656599	659020	Meno spolastico, eh?
659660	661040	Perché stai volando un bacio.
661380	664961	Ho visto quello che mi hai dato, potete fare di più.
665021	668582	C'è una cosa che mi piacerebbe che voi facesse stasera.
668622	669542	Vediamo come partiamo.
672989	677530	Non avrete involuto qualcosa in più sulle eccezioni.
677550	689635	Io ho detto che le eccezioni è una cosa che vi ritroverete dappertutto indipendentemente dalla presenza a scienza della programmazione degli oggetti.
689655	692856	E' un modo di valore male che dovete acquisire.
692997	696658	Io ho visto che Yusuf ha usato le eccezioni nel suo esercizio.
697190	697670	E non c'è.
697910	709175	Ah, sì, no, no, va benissimo, però ti chiedo, non voglio che sia soltanto uno spot, vorrei che, come io ho detto l'argomento, non è banale.
710876	714978	E banale sono tre parole, tre che c'è troppo.
717609	720570	C'è tanto altro, adesso cercherò di prenderlo.
721970	724371	Però è un modo di radionare che dovete, di pensare.
725392	726592	Non ho fatto la cosa.
727312	728032	Ne serve niente.
730193	733774	E poi, come progettino, un po' di ingredienti ce li abbiamo.
735355	737955	La cosa che noi avevamo chiesto l'anno scorso.
738015	743917	Vorrei che cominciate a pensare alla classe carrello.
744598	745458	Carrello della spesa.
747029	775363	attenzione, non vi chiedete come fare un carrello della spesa fate un lavoro iniziale quando non conoscete, quando viene chiesto qualcosa che non conoscete a questo punto fate le dovute ricerche per capire cos'è un carrello, come funziona anche perchè poi i carrelli scattano il meccanismo lo usiamo per fare le pesce online in automatico, diciamo che so cos'è
776016	776576	No, usi.
778798	780259	Come dire, so guidare, sì.
781460	787464	Se non hai mai aperto il Copan, è inutile guardarci dentro, inizia a trovare le cose.
787644	794248	Quindi, farti un'idea di cos'è un carrello, e poi ecco se vuoi presentare questo carrello.
794468	802273	Questo mi serve per il futuro, perché questo modo di ragionare, di approcciare, e voglio la classe,
803545	822262	perché questo ha a sostenere il fatto che io comincio a crearmi tutta una serie di classi che mi serviranno per generare obiettivi che dovrebbero utilizzare nell'applicazione.
822382	824905	Sì, come l'hanno scorto, una certa pavizia.
827614	839999	quindi questo mi piacerebbe, tipo per esempio, un'altra cosa che mi piacerebbe fare, nella venuta di demo, se ci pensate, sito di commercio elettronico, i prodotti, no?
840960	846902	il concetto di prodotti, che più può essere mai il concetto di prodotti, una classe, ma che no?
848948	874577	nel senso che non esiste il concetto prodotto perché non esiste un prodotto, esiste la bottiglia d'acqua come esiste il piatto di pasta però acqua e pasta hanno qualcosa di comune quindi il concetto di prodotto è la generalizzazione della bottiglia di acqua e anche qui questo è il liquido, quello è il solido
876658	878960	Volete progettare una gerarchia?
878980	880622	Inventatevi pure qualche cosa.
881203	883165	Vi ho appena dato un suggerimento.
883185	886568	Invece di parlare delle solite forme, parliamo ovviamente dei prodotti.
887829	892974	Mi creo uno schema, la schematizzazione di un albero di prodotti.
894475	907601	albero gelattico, con un concetto generale, il prodotto, che non esiste in natura, servo soltanto per dare un'idea, e poi le varie forme di specializzazione.
907781	913284	Qui si applicano tutti i criteri, i concetti di ereditarietà.
914845	918987	Il primo alpesmo, chiaro, lo andremo ad applicare in un momento in cui si chiama applicazione.
920465	927088	e quindi io predispongo tutto l'impianto per una ipotetica applicazione.
927148	927908	L'applicazione non c'è.
930049	938192	Devo progettare per classi un discorso delle prove, il discorso di avere il main, di avere il main.
938212	945215	A me interessa che progettiate le classi che potranno essere utilizzate.
946440	972853	trovare, questo non è una cosa di fare, parlatene tra di voi, tanto siete pochi, tipo uno si occupa del carrello, l'altro si occupa del prodotto, l'altro si occupa, non lo so, della questione degli accanto, cioè un'idea su cui poter lavorare e quindi preparare tutta una serie di classi che ci potranno servire in tanti ambiti differenti.
974125	984907	se voi progettate il carrello, state tranquilli, poi ti chiedo la stessa cosa di farlo in PHP, poi ti chiedo di farlo in Java, ti chiedo di fare un coltanto usato di fatto.
987628	994709	Quindi cominciamo a materializzare noi i concetti realizzando qualcosa di concreto.
995589	999490	L'altra cosa su cui stavo riflettendo era cos'è un sensore?
1003750	1009972	Ok, la classe, sensore, però ci sono il sensore di temperatura, il sensore di umidità.
1009992	1015793	Il concetto di sensore esiste, non ha senso di esistere da solo.
1018154	1024775	Serve per dare un'idea iniziale, però non è dettagliata, non serve a niente dal punto di vista pratico.
1025035	1026656	Mi dà un sensore per fare cosa?
1027736	1028016	Nulla.
1029717	1040606	perché dovrò sempre specificare il tipo di sensore e poi entro nel merito, entro nel merito dicendo, ah sì, quali sono le caratteristiche?
1041547	1044589	Quali sono le caratteristiche leggi che cosa trasforma?
1046070	1049613	E' lì, capirete quando significa che è una classe.
1050073	1055718	Le classi indossivano, questi sono i metodi di questa velocità, le proprietà.
1057887	1073070	bisogna entrare nell'ottica appunto di presentare un qualcosa, un oggetto ma anche ci sono le altre, ma anche la componentista elettronica tipo la basetta, cosa ci metto su una basetta, versione di un biodo?
1075111	1075831	resistenza?
1079411	1083092	poi transistor?
1086053	1086953	un convertitore?
1088490	1094974	Cioè, se vi volete allegare, partite con qualcosa di concreto, non di sbagliare.
1095374	1101697	Ripeto, sono stufo di sentirmi sempre appunto questa visione gestionale della pacienda, no?
1102618	1105760	L'industriale è quello che lavora con i sensori, per capirci insomma, no?
1105780	1111403	Non è che a volte ci senti che hai il prodotto, la spesa, il consumo, e giusto.
1112623	1114264	E' più facile per quelli che li sentono, no?
1116185	1116646	Però...
1118550	1119670	o plastica.
1119690	1122931	Se possiamo anche inventarci qualcos'altro, meglio.
1123731	1124931	Vabbo, torniamo a noi.
1125852	1126652	Torniamo a noi.
1127552	1135854	Me volevo riprendere quello che ci siamo detti l'ultima volta.
1137394	1141275	Allora, faccio sempre il sintesi di quello che abbiamo detto.
1141875	1145496	Allora, abbiamo parlato ovviamente di gerarchia,
1152108	1155252	Poi abbiamo parlato con relativa eredità.
1163682	1166245	Poi abbiamo parlato di polimorfismo.
1178699	1204972	con l'introduzione delle funzioni virtuali poi a questo punto abbiamo parlato di grazie astrate e quando abbiamo parlato di grazie astrate abbiamo parlato di funzione pure
1206663	1232859	Ok, penso per quanto riguarda, abbiamo aggiunto anche un certo esempio di interfaccia, però attenzione, il C++ non è dotato dell'interfaccia, io diciamo ho abusato nell'uso del termine interfaccia, perché non esiste l'interface del C++, interfaccia
1234133	1261959	il concetto di interfaccia è incontrato in Java, in C per interfaccia c'è una simulazione dell'interfaccia e quindi per associazione io posso dire che è un'interfaccia come quella del Java, perché li esistono in C non esiste l'interfaccia come concetto però può ottenere lo stesso effetto come
1262998	1269461	creando la pasta stratta e ponendo tutti i metodi e inserendo solo metodi puri.
1271262	1271602	Chiaro?
1271942	1281006	Quindi è una simulazione che viene fatta, ma non esiste il concetto di interfaccia in JavaScript.
1281046	1288049	Questo ovviamente, e completiamo il discorso, la volta scorsa abbiamo parlato di un argomento
1291565	1298729	di un argomento che non era esattamente legato alla problemazione degli oggetti.
1299929	1306453	Il discorso dell'incessione vi ha detto che ci consente di risolvere un problema.
1307113	1318139	Il problema che ci consente di risolvere, ha voluto separare il coro dell'applicazione dalla gestione degli errori.
1319249	1330432	Quindi un programmatore in pratica prima, quando non c'erano le eccezioni, si sviluppava l'applicazione e si gestiva in tutti i casi tutte le criticità dell'applicazione.
1330492	1332493	L'obiettivo è aumentare la produttività.
1346031	1374320	e quindi praticamente mantenere il programmatore concentrato sul coro del problema e quindi cercare di svincolarlo dalla gestione delle eccezioni che lo avrebbero potuto distrarle e quindi ovviamente avrebbero inevitabilmente rimentrato la produttività perché se faccio cose non posso fare le altre
1375612	1377953	Quindi scorpono dei concetti.
1379394	1381095	Come è stato risolto il problema?
1381435	1388498	Invece di gestire un'anomalia, semplicemente segnalarla.
1390259	1393680	E a questo punto abbiamo detto viene sollevata un'eccezione.
1394261	1402805	Sollevare un'eccezione, abbiamo detto, significa appunto segnalare la presenza di un'anomalia.
1404247	1420735	L'anomalia può essere, appunto, tipo, realizzare un'applicazione di varie serve oppure un'applicazione che prevede la stampa, prima anomalia, ma la stampante è spenta, seconda anomalia, la stampante è una carta, terza anomalia, la stampante non è il toner.
1420755	1425637	Sono tutte anomalie e questo non significa che l'applicazione non sta funzionando.
1426617	1432300	Sono tutte delle situazioni che io, che sviluppo l'applicazione, devo gestire perché so che succederà.
1433450	1437914	Queste sono quelle prevedibili o ci sono quelli imprevisti quando succede e succede.
1438654	1453647	Però il programmatore dovrebbe, ogni volta che scriva l'applicazione, a questo punto essere vigente, immaginare tutta una serie di scenari possibili e cercare ovviamente di organizzare dei piani di intervento.
1454868	1456049	Questa è la perdia di tempo.
1457771	1467114	quali sono le cose che potrebbero funzionare, quali sono gli anni di intervento, se faccio questo non penso all'applicazione.
1467154	1469834	Il senso delle cose, è chiaro?
1471335	1482318	Mi piacerebbe che voi facessero una domanda di questo genere, accetto i GPT, confermare cosa o smentire
1484512	1500465	Quello che vi ho appena detto, è vero, posso interpretare il concetto di eccezione in questo modo, in due punti, così come per lo descritto, per poi capire che tipo di risposte ci darà lui.
1501086	1513096	A noi non c'è niente, il discorso è, sono queste le domande che dovete fare, se volete ovviamente fare degli approfondimenti, da inizio dell'anno che ve lo ripeto, non cos'è un'eccezione,
1514082	1515824	Doria che ti ha detto bisogna eccezionare.
1517285	1519446	Però, perché esistono eccezioni?
1519467	1522289	Quale è lo scopo?
1522689	1523450	Quando si usano?
1524230	1525692	In effetti non sempre si usano.
1525992	1529515	Attenzione, con le eccezioni c'è un sovraccarico.
1531016	1541905	In gestione d'eccezione ovviamente c'è un sovraccarico e quindi non sempre conviene utilizzare in pratica
1545006	1547647	All'eccezione.
1547687	1552309	Sarebbe interessante scoprire perché si dice che c'è un colso per il carico.
1555090	1555490	L'over-red?
1556051	1556571	L'over-red.
1558732	1558992	Sì?
1559952	1561413	Sì, ma chissà la roba.
1561473	1564254	Il problema è perché c'è solo il carico.
1564614	1568716	Perché sono cose che si potrebbero anche evitare se funzionasse tutto bene.
1569056	1569356	No, no.
1569816	1572598	C'è tanto denosio, te l'ho detto, informatica, niente per caso.
1574316	1603639	e se ti apri per la pagina tu vedi i radontamenti ma no non sto capendo nel senso che non è una battuta è giusto quello che dici quando io ti dico le devo toccare è come se ti chiedessi di quale bit di quale byte dove si trova indica non basta dire no perché
1604224	1618834	perché ci sono istruzioni che ci... no, non sono soltanto istruzioni... vabbè, non devo fare la cosa, anche perché l'argomento, serve molto più semplice spiegare questo argomento, cioè, però hai il concetto di processo?
1619295	1620075	Sì.
1620135	1620435	Ok.
1622657	1624898	Ma anche il concetto di chiamata a funzione?
1625579	1625979	Sì.
1625999	1628761	Quando chiamo a funzione, io di fatto che faccio in pratica.
1629522	1632344	Ti dico una cosa che, effettivamente,
1650227	1652128	per fare una chiamata funziona bisogno dello stack
1671380	1679647	di percussioni e succederà qualcosa.
1679867	1690555	Se avete fatto le call in assembler, sapete che esistono.
1690615	1695499	Se vi ricordate come funziona una corda, dovreste capire tante cose, cioè la conseguenza della call.
1696540	1699563	La conseguenza di una call provoca l'aggiornamento di tutti quanti registri
1701815	1702936	e quindi cambi contesti?
1703976	1705557	Ok, quello non lo vedo.
1709499	1716142	Faccio la chiamata, coinvolgo lo stack, faccio tutto quanto l'apprendimento, carico i dati, ok, sto perdendo tempo.
1717823	1723766	Gli FT ne discorso delle chiamate a funzioni, ci sono tanti vantaggi, però ci sono anche tanti vantaggi.
1723826	1726208	In informatica niente grande, tutto un corso.
1726668	1727508	Ti piace quello?
1727628	1728669	Ok, quanto costa?
1729849	1730870	Quali sono le conseguenze?
1732796	1736618	A parte la funzione, all'interno della funzione, quando finisce la funzione?
1737318	1742080	Se ragionate in termini di assembler, quando trovate la parola RET, ok?
1742240	1745842	Anche le funzioni hanno la parola RET in fondo, la parentesi di graph è chiusa.
1746742	1746942	Ok?
1748903	1757706	Nei momenti in cui io termino la funzione, in più faccio il ritorno allo tech, perché devo sapere dove andare a tornare, perché se no non so tornare.
1758427	1760788	Lì c'è il diritto di ritorno e il ritorno.
1762303	1765125	riaggiò ad un punto e riparte.
1768266	1773189	L'eccezione, di fatto, diciamo, è una return forzata.
1773609	1776511	Perché?
1777311	1778472	Io non completo la funzione.
1779652	1780953	Non aspetto di arrivare alla fine.
1781713	1784155	Devo uscire prima, perché c'è il problema.
1784935	1787556	Bene, da quel momento in poi vado nello sec.
1789297	1790078	Vado nello sec,
1793404	1798925	c'è un redd, faccio tutto quello che devo fare dice ma lo redd dove è?
1800045	1812608	se lo gestissi io, quell'errore sarebbe sufficiente che io ci mettessi un info sarebbe sufficiente che io ci mettessi il messaggio l'errore, dice guarda che è successa questa cosa no?
1814528	1822050	e quindi praticamente è il programmatore che ha messo l'if per messaggio evitandomi di tornare nello stack
1823644	1826385	Quindi risolvo tutto in place.
1827286	1827906	Esatto.
1828346	1831487	E aspetto soltanto la naturale uscita.
1832668	1832988	È chiaro?
1834149	1844593	Quindi le eccezioni possono anche essere utilizzate per fare, se adeguatamente programmate, anche le riuscite forzate e tradiversali, no?
1846886	1851910	Dichiaro, se io decido di fare rettabilmente, è chiusura naturale, no?
1852731	1857615	Ma questo punto è chiaro, con l'incezione posso anche fare trovo.
1857695	1860177	E ritorni a una stringa, ritorni a quello che vuoi, sì.
1861077	1865781	Entriamo nella programmazione creativa, eh.
1865841	1868904	Io di fatto l'ho scoperta quando ho avuto bisogno di quello.
1869264	1872006	Io non potevo ritornare quello che tornava alla funzione.
1872646	1873907	E infatti è uscita a sporco.
1874088	1874428	Esatto.
1875293	1877695	Mi sono sentito sporco di fatti!
1878816	1882219	Questo significa il discorso della professionalità, no?
1884000	1889405	Professionalità ovviamente è utilizzata in questo momento secondo i propri fini.
1890766	1896430	Io so che una funzione, vi ho sempre detto, se deve restituire un intero, il intero deve uscire.
1897972	1898452	Ci senti?
1899933	1903236	Attenzione, qui vi sto dicendo che quella funzione è un pocheggioso.
1906161	1927377	è chiaro che non certo però ripeto la chiudo qui perché questo è un approfondimento che poi prendo in considerazione soltanto a certi livelli quindi si produrre colce sporco per i propri fini detto questo
1929565	1957071	e quindi c'è il mondo e le eccezioni sono un mondo infatti quando ritorna sullo steak e lui ritorna sul problema principale e lì il problema principale va alla ricerca e il sistema va alla ricerca del case una cosa è certa blocco la funzione blocco il problema principale sono questi meccanismi che dovete capire
1959236	1966400	Per queste cose, ve l'ho detto, la terza, la carriera, è la quarta quella tosta.
1968461	1972564	Ti facevo minchiate, una scamba, se vuoi fare così.
1975005	1977826	Perché è la quarta, l'anno più impegnativo.
1980068	1981328	Eccezioni, va bene?
1982069	1982189	Ok.
1983490	1995900	da dove riprendiamo stasera, però che vi chiedevano di fare appunto, se non in un laboratorio, prima di fare i tattori e i pettini, fate fare un pochettino, chiedevi di farvi gli esercizi.
1997942	2005728	Invece volevo fare un'altra cosa, parlare del futuro, il futuro inteso in questi termini.
2006628	2006929	Allora,
2008653	2020290	in unica futuro, una delle altre cose che vi ho chiesto, però ripeto, non mi state dicendo, non vi dico perché, una delle cose che vi ho chiesto di fare è cominciare a guardare la riferia standard del setieno.
2025257	2027219	La richiesta aveva lo scopo.
2027359	2038870	Lo scopo vuoleva, in pratica, ragionare in termini di persona che ha a disposizione un pacchetto di classi che dovrà scegliere all'interno della propria applicazione.
2041272	2050561	E poi dicevamo, in pratica, si, cominciate con due stringhe e poi, detto,
2056142	2064165	Poi vi ho detto anche un'altra cosa, l'obiettivo di questa richiesta, tant'è vero che poi vi ho dato, vi ho detto anche un'altra cosa, vi ho detto come si studiano le classi, no?
2065165	2071187	Se io devo studiare una nuova classe, è chiaro che l'importante è la implementazione, lo scopo della classe.
2073168	2080611	Ecco, secondo le cose che devo fare praticamente sono i costruttori fondamentali per capire come deve usare quella classe.
2080811	2084712	Proprietà, che messi insieme costituiscono l'interfaccia
2085256	2086776	della classe e del futuro oggetto.
2088857	2091338	Questo lo scopra questo.
2093158	2095499	Io lo chiamo studio guidato.
2096299	2103482	Sono queste le cose che non parlano mai nei corsi di informazione del professore e che sono intese per fare queste cose, per fare i mestieri.
2105102	2108723	Se non lo fate, se lo fate per la prestazione, avete sbagliato tutto.
2109684	2109904	E voi?
2111608	2118731	Poi per noi è chiaro, quello che mi consegnate è tanta roba, però non è quello che voglio.
2120471	2121211	Qui qui ci siete?
2122292	2127474	Attenzione, io mi volevo sapermare proprio su queste due classi.
2129014	2137237	Qui c'è, ci sono delle differenze concettuali tra la classe strenge e la classe vector.
2139036	2139596	Ci siete?
2141118	2153607	La classe string è molto vicina al vostro modo di costruire le classi.
2153667	2158131	Mi serve la classe string perché mi distingue le string e quindi disegno le classe string.
2159352	2164116	Gli ingredienti fondamentali sono caratteri.
2165277	2167739	L'ingrediente principale è il lavoro con i caratteri.
2169168	2172750	Il discorso dei contadori, quello è la negativa, quello è la modernità.
2173090	2181733	La cosa è certa, concettualmente io non so di lavorare con caratteri, solo esclusivamente caratteri.
2182334	2183154	Chiaro?
2183354	2185355	La stringa è fatta da caratteri.
2187916	2190357	Questa è una visione tradizionale.
2194381	2214079	tradizionale, detto per noi, cioè nel senso, una classe standard, un metodo di più che tra, poi l'implementazione, cioè, è realiente, puntata da lui, puntata da lui, c***o che c***o, c'è una cosa che cerca e so che il ingrediente principale, che ha lavoro che è il carattere, sono i caratteri, qui c'è una vector e qui le cose cambiano.
2214939	2221145	Anche perché vector non è una classe tradizionale, è proprio il concetto
2224369	2227710	Allora dice, cos'è un vetto?
2230632	2236714	Posso dare una risposta immediata, è una risposta sbagliata, ma se non me la date, perché mi fermo in quali mani?
2238375	2242617	Non è questo quello che voglio sapere, è la cosa più idiota che si possa dire.
2243998	2245458	Io ve la devo dire, mi pagano.
2249664	2249924	E' chiaro?
2249984	2258127	Quindi questa è la risposta più uscola, assolutamente non andiamo a vivere in un mentino pure a 25.
2258227	2262989	Lui infatti c'è diventato a beccare la risposta di altro.
2264910	2265790	Fatte gli scherzi.
2266811	2269092	No, non è tradizionale.
2269152	2271412	Cos'intendo tradizionale?
2271553	2273933	Intanto, praticamente, riflettiamoci bene.
2274974	2277395	Questa è la classe vector e quindi
2278753	2288735	La classe evento, se l'avete studiata, se l'avete studiata, sicuramente non l'avete studiato, questo aspetto.
2289415	2296177	Vi ricordate la lezione sui vettori da dove abbiamo, come l'abbiamo introdotta?
2297177	2297937	Cos'è un vettore?
2298517	2308079	E io vi disse, una raccolta di elementi
2309008	2319774	lo stesso tipo dimensione fissa contiguo gli elementi sono tutti quanti contiguo chiaro?
2320134	2326877	questo è la re detto anche Roberto, va bene?
2328018	2336843	attenzione il concetto di contiguità esiste anche qui dentro
2337905	2339306	ed è fondamentale.
2340247	2342669	Quali sono le operazioni che posso fare con Lolo?
2347093	2358943	Inserisci Le canoni che sono inserimento Carica Caricamento del vettore con l'inserimento La ricerca Svuotare
2364167	2371432	e il caricamento che abbiamo fatto praticamente lo facevamo sempre allo stesso modo partivamo senz'erro e andavamo avanti, va bene?
2374554	2374994	perché?
2377616	2392525	se è per tanti motivi, uno per tutti altrimenti perde un filo quindi praticamente se io devo fare il caricamento di questo fettore è chiaro, parto dall'inizio
2394432	2396173	e vado avanti fino a prendere un trovo alla fine, no?
2400055	2411082	Una delle cose che non avevamo mai fatto, e di fatto lo avremmo potuto fare, ma non aveva avuto molto senso, è cominciare a fare il tenimento della posizione centrale.
2413203	2414584	Che sensuale!
2416885	2418306	E' più comodo partire dall'inizio?
2419387	2423609	Anche perché poi è giungo, ma dove è scritto che devo partire dall'inizio?
2425666	2428186	è chiaro?
2428226	2451270	l'altra cosa che abbiamo fatto è abbiamo fatto l'ordinamento del vettore e poi abbiamo visto degli algoritmi a questo punto questa è un'altra operazione che si può fare per poter ordinare dei vettori abbiamo fatto un'altra cosa
2455503	2478675	abbiamo cercato di capire come si facevano gli scambi alla base di qualunque parlando ritmo c'era sempre uno scambio quindi abbiamo fatto l'ordinamento riflettiamo sempre sul vettore supponiamo che ad un certo punto io abbia un vettore ordinato
