start	end	text
655647	659591	Io andrò in pensione, se io vuole, il problema resterà.
659951	661272	Le tre materie non si parlano?
661472	661572	No.
665675	668938	Perché, se tu mi chiedessi dove sei arrivato con la programmazione,
670307	682090	E la domanda me la fai perché dici ok, tu fai la parte iniziale, dimmi dove, arriva fino a questo punto, appena arriva a questo punto chiamami e lo usi.
685892	695554	A questo punto poi vengo da te e ti dico ok, quando arriverai qui, programmiamo, ci devi arrivare in due settimane, tre settimane, un mese.
696415	697555	Ok, fammelo servere.
698231	722303	poi entro io in questo modo io non c'è bisogno di che ti facciano la sintesi delle cose siccome una sintesi non te lo spieghi, ti dico questo è, queste cose le devi sapere poi tu mi chiedi come funziona, se no te le posso spiegare perché o ti spiego la cosa o ti spiego l'altro è un ingrediente, è un pre-requisito discorso è che le maderisi devono capire, discorso di la valentina
724924	752200	sono intrecciasissime assolutamente si ma tu ti stai ricordando il mio modo di pensare quindi per te adesso intrecciare perché lo faccio no è ovvio se tu vai in cuenta prendi quelli che vengono dal giorno sono dei monoleti sistemi sistemi informatica informatica ti piacere ti piacere perché ti fa quella materia non ci occupa delle altre due non si preoccupa proprio delle altre due
753462	755464	Anzi, non sa neanche cosa fa l'altro.
758267	767776	Allora, io ti faccio l'apertura con il C, ti arrivo su una lefunzione e ti avviso che da quel momento in poi tu hai un linguaggio già pronto da utilizzare nella tua materia.
768797	772660	E non esiste il linguaggio effatto da Alemanno.
774462	774682	No!
775723	777845	C'è un percorso che passa da tre materie
779376	788384	e quindi chiaramente dice anche ti avviso prima magari e non lo facciamo perché mentiremmo e l'avviso qual è?
788664	801956	Guarda che il percorso di quest'anno è la prima parte, lui arriva fino a questo punto, da quel momento in poi io prendo in gestione uso quello che ha fatto lui per fare la mia parte
803362	805223	in questo modo evito di fare.
805283	808625	Perché lui o loro non fanno, non usano mai il C?
808986	816250	Perché dici, vabbè, lo devi fare alle mani, coglione, ma se devi fare la programmazione multitasking e multitree, come cazzo faccio a farla io?
816270	820272	Il problema è, tu hai bisogno di me.
822094	827317	Ti dico fin dove arrivo, ti faccio tutto quello che ti serve, poi parti.
830179	830739	Non esiste.
832906	833646	Sisteme reti?
833666	834607	Sisteme reti.
835747	839148	Adesso sto spiegando l'architettura, come lo spiegate voi.
839408	841108	Perfetto.
843229	845870	A me serve che voi abbiate delle conoscenze di base.
848630	849931	A me informatica cosa serve?
850471	853571	Sto spiegando il sistema operativo.
854892	859393	Perchè la system la devi usare TPSI.
860737	861718	però gli serve?
861758	863499	Si.
863539	865560	Sennò tu mi chiamate di sistema?
866181	867241	Non mi hai fare vedere mai?
867261	868302	Non hai gli strumenti?
870724	872365	Chiaro?
872405	875707	Io faccio il sistema operativo, non me ne fate un cazzo della nuova informazione, questo?
875807	876288	Ok.
880090	880690	L'interfaccia c'è.
880791	883232	C'erano due interfacce.
884733	887955	Qui c'è l'Omino e siamo noi con i programmi
892015	917834	o meglio questo è quello che usa il programma, i click poi qui c'è un altro che sviluppa applicazioni e usa altri aspetti del sistema operativo basta fare questo, un sacco dà senso a quello che sta facendo faccio cosa vedo gente, assolutamente no quindi allora qui devo programmare
920283	925146	che abbiamo lo codice, qui devo programmare, non ho gli strumenti, cazzo, faccio questa.
925626	926226	Cos'è questa?
926286	926786	La scema.
929848	930448	La scema.
932689	947297	Cioè, ti sembra normale che uno che si spaccia per presunto diplomatica informatica, non conosci i comandi della scema, che non sono soltanto dir, cd, c'è dell'altro.
950911	953073	questo è il laboratorio?
953093	953853	Che arriva a Budan?
954274	954974	Ti taglio bene?
956155	959398	Anche perché, no, ma nello... Ci siamo togliati le vene.
959438	971867	Ma non lo voglio criticare, nel senso che se non hai mai adottato questo modo di ragionare... Cioè, della serie, io ti dico, fai la shell, tu prendi un libro e facci la shell.
971987	975410	Ma quando prendi un libro dove c'è scritto con la shell, come si usa la shell?
975510	976551	Cioè, ne recco dei comandi.
977491	979032	Il scorso è che non sai dare la priorità.
982370	984372	Ok, ci sono 200 comandi.
984712	985493	Che cazzo faccio?
985553	987154	Prego la testa della spela e cominciamo.
987194	991638	Vado in un'altra tabella.
991998	995281	E lì, ovviamente, lì è esperienza, no?
995361	996722	Ok, parli di questo.
997943	998223	Perché?
998323	999584	Devo imparare a gestire il disco?
999604	1000905	Devo imparare a gestire i processi?
1000926	1002227	Devo imparare a gestire la memoria?
1002307	1003788	Ok, questi sono i comandi specifici.
1004068	1006250	Questi che sono i comandi specifici, parli di questi.
1006390	1008372	Queste sono le cose fondamentali.
1012763	1016885	La cosa che mi disturba della mia triste esistenza è cosa fa l'insegnante.
1016965	1022426	Mi hanno ragione.
1022506	1025167	Tutti siete convinti di poter fare l'insegnante.
1025987	1028768	L'universo è un mondo convinto di poter fare l'insegnante.
1029268	1032429	Prendo il libro, ti spiego il libro, ti faccio un assumo.
1032709	1033990	Bene, tutti lo possono fare.
1034710	1035690	C'è bisogno di laureazzi.
1035710	1038791	A differenza di un altro.
1040132	1041152	Quello che ti sto dicendo.
1041906	1043028	ma non c'è sicurità.
1047073	1055784	L'esperienza è capire, ovviamente, come si deve distinguere tra le cose più importanti e meno importanti, e dire dare più peso, questa è l'esperienza.
1057246	1059069	Se no, prendo il libro e vado in sequenza.
1059258	1062999	ma anche per contestualizzare, perché il libro non contestualizza niente.
1063020	1066961	Quindi è un altro livello, nel senso, perché faccio tutto questo?
1067001	1072383	Per 8 anni, i primi 8 anni sono stati sistemi, era la materia più cattiva.
1073864	1077445	In sistemi si faceva tutto.
1077545	1079126	Adesso stanno separati, no?
1079866	1086089	Assemble da una parte, si stiano per affidire da un'altra parte, e una volta assente,
1088457	1091979	sistemi operativi e poi c'erano i sistemi elettronici.
1093820	1098303	C'era una parte massiccia di ingegneria elettronica.
1098963	1100944	Io avevo fatto delle cose ma non tutto.
1101104	1102865	Cioè è chiaro il mio scopo era altro.
1103466	1104907	Facciamo un altro tipo di sistemi.
1104967	1109289	Basta andare a vedere i programmi telecomunicazioni che vedi che sono diversi.
1110690	1117314	Sistemi, retroazione, stabilità, anche le elettroniche, flip-flop,
1118257	1144623	multiplexer, dimultiplexer, configurazione... prima dovevo farlo con le elettroniche che spiegavano i condensatori che spiegavano l'elettronica, non la digitale perché erano di scuola analogica non erano ancora arrivati alla digitale
1147114	1149516	Ci è mancato poco che spiegassero ancora le barbure.
1153379	1154559	Mi lavorano, va bene.
1155080	1157922	Adesso ho detto, ok, se può fare.
1159163	1162786	Ma c'erano parte di insegnanti di informatica dell'epoca, erano tutti laureati di matematica.
1163346	1164487	Non c'erano informatici.
1166128	1168830	Non avete idea in che ambiente sono cresciuto.
1170231	1171672	L'ignoranza è più assoluta.
1171712	1174955	Avevano fatto l'esame di merda di programmazione, spiegavano qualunque cosa.
1177342	1181583	Se dicevi, guarda che forse c'è qualcosa che non funziona, è infattuto.
1184043	1187244	Poi, vabbè, torniamo a noi.
1188344	1197086	Noi ci siamo lasciati, praticamente, con eredità.
1203587	1204027	Eredità, no?
1205009	1211854	E quindi abbiamo detto sinteticamente le regole dell'eredità e l'età, cioè come si studia l'eredità.
1211974	1217498	Intanto devo dare forma all'eredità, abbiamo detto, ed edità significa... vabbè, siamo tutti noi, no?
1219279	1221761	Quindi sarà più veloce, di nuovo non c'è nessuno.
1221781	1224963	L'eredità significa che tutta la parte pubblica passa.
1225743	1226544	Pubblica e protesta.
1228865	1231207	Attenzione, cosa non passa?
1231367	1231727	Privata.
1233368	1246518	La protetta ha un livello di protezione simile alla privata, però mi dà la possibilità che tutto ciò che è privato, che è protetto, passa in realtà.
1246799	1250862	Quindi ciò che passa è un'interfaccia più una parte protetta.
1252543	1252823	Perché?
1255886	1264572	I genitori vogliono vedere delle cose protette che non vogliono far vedere all'esterno, ma che si appone al figlio, giusto per usare sempre la metaforia.
1264612	1268915	Così è il concetto, la cosa più importante in praliga.
1270176	1272218	O ci sono gli aspetti implementativi.
1273779	1276701	Vi ricordate, l'aspetto implementativo è legato al linguaggio.
1278643	1278703	No?
1278723	1278803	Dimi.
1278823	1279744	No, per il livello di tenta è una buona pratica.
1279764	1279924	Allora.
1279944	1282087	E' più possibile l'amico.
1282267	1283909	Intanto, allora.
1283969	1284169	Allora.
1284229	1286772	Prendiamo addirittura un'altra cosa.
1286812	1287233	Perché esiste.
1300191	1313900	Non è tanto come funzionano, ereditarità significa fondamentalmente, cioè prima capire cosa è la verità, capire cosa significa passare in eredità, capire cosa deve passare in eredità.
1314880	1322745	Il problema è un altro, abbiamo scorsato anche l'attenzione, abbiamo fatto una riflessione, ma perché esiste il concetto di ereditarità?
1323085	1326728	E' uno dei concetti cardini della programmazione ad oggetti.
1329194	1336759	io mi posso spacciare per uno che conosce la programmazione degli oggetti perché conosco uno dei pilastri, l'ereditarità.
1337980	1346326	L'ereditarità praticamente l'hanno inventata prima l'unice non c'era, qua l'estese c'è più e hanno cercato di aggiungere quelle parti agli oggetti.
1347767	1357775	Il punto è, perché l'hanno inventata poi il problema risolve, ci sei?
1358916	1379836	qui avevo detto, fate un approfondimento, perché questa è la chechierata che dovevate fare con Ciat e GPT perché, chiaramente, io ti dico le radicalità fondamentali per risolvere problemi tipo aggiornamento software
1384874	1391521	che significa in pratica, nello stesso tempo mantenendo la retrocontadibilità con il software.
1392482	1402010	Supponiamo che una classe generi oggetti che sono stati utilizzati in un'applicazione di qualche anno fa, supponiamo che io voglia aggiungere delle funzionalità.
1403252	1420326	ma nello stesso tempo voglio mantenere le funzionalità precedenti perché le modifiche possono interessare soltanto la parte del software a questo punto cosa devo rifare?
1422087	1431695	riscrivo la classe, però mi sono indicato gli oggetti di quella classe ho una classe A che mi dà delle funzionalità
1432671	1433991	le altre applicazioni usano.
1438833	1441734	Voglio migliorare il software, aggiungere delle funzionalità.
1442474	1459719	Funzionalità significa prendere la classe A, prendere la classe A e integrare delle altre funzionalità.
1461435	1465478	ma devo mettere in maniera per tutti i codici e poi devo ricompilare tutto.
1466439	1468861	A questo punto invece, l'idea qual'è stata?
1468881	1476627	Io mantengo la classe fase A e aggiungo tutta una serie di funzionalità alla classe figlio.
1478308	1486995	In più al figlio, con meccanismo dell'eredità, passo tutto quello che ha già il padre.
1487396	1489897	Non lo descrivo, ma lo passo nella verità.
1491682	1492083	Ci sei.
1492683	1496406	In conseguenza il vantaggio qual è in pratica?
1496426	1515984	Mantenere un genitore con le sue funzionalità, che mi garantiscono ovviamente la retrocompatibilità, ma nello stesso tempo creare una classe che ha le funzionalità del padre più quello che ho deciso di aggiungere
1517974	1526340	Quindi, l'aggiannamento e la manutenzione del software con uno strumento di questo genere, perché di strumento si tratta, è sicuramente efficiente.
1528542	1528962	Ti sei?
1529883	1530683	Sono stato chiaro?
1531724	1543933	Quindi, il discorso è, non è come si fa, ma vale il senso, giustamente le domande che mi hai fatice, ma perché la devi usare per forza?
1544508	1547949	L'alternativa, facciamo finta che tu non ce l'abbiai con questo strumento.
1549329	1571056	Quella classe fable dovresti riscrivere e quindi chiaramente dovresti fare la manutenzione che faresti manutenzione, a questo punto di vista potrei usare un termine molto riporrente, ecologico, riutilizzare il codice già presente, aggiungere quello che manca,
1572556	1579019	Ho bisogno di meccanismi particolari, di eredità di tramite che consente di svolgere questo compito.
1580499	1581720	Ti è soddisfatto la risposta?
1584081	1584261	Sì.
1584521	1593165	Lo so che sembra un po' di filosofica, ma neanche se ti faccio fare delle prove, il discorso è capire questa.
1593305	1595726	Questa è la cosa effettivamente importante da capire.
1597727	1600748	Perché il problema sai quando lo nasce?
1601810	1613717	nel momento in cui tu devi fare a portare delle modifiche quindi avendo un codice strutturato in un certo modo di stile C chiaro?
1614377	1630686	a questo punto ti rendi conto che se vuoi apportare delle modifiche ad un codice scritto in C o ad un modulo del codice scritto in C puoi fare però rischi di riscrivere il codice per intera
1632038	1640801	E quindi l'obiettivo è ridurre, cioè tenere quante più cose già fatte e aggiungere le cose nuove.
1641781	1645342	C'è proprio una filosofia, un modo di pensare.
1645763	1650204	Ecco perché è molto importante poter avere traccia dello schema.
1654906	1667833	Per esempio, io vorrei che cominciaste ad utilizzare, ve l'avevo chiesto l'anno scorso, perché lì ci vuole un altro modo di pensare.
1671855	1675638	Vi avevo detto una risposta, e se tiene la libreria standard,
1693943	1695584	Cosa c'è dentro, in pratica?
1695624	1696765	Ci sono una serie di classi?
1700307	1707092	Le classi che vorrei che cominciasse a guardare, e non scorto la roba che sto anche a voi, sono ovviamente la classe lector.
1711276	1712637	A meno partire da questa.
1713858	1714798	La classe string.
1718294	1723836	Io vi suggerisco di partire, anche perché poi le voglio riprendere.
1724977	1730519	Se mi anticipate sarà più agile poi l'aspirazione si sta appoggiando.
1733340	1739622	Quindi vorrei, se io vi chiedo, fate subito delle prove con l'utilizzo di vettori.
1739642	1743484	Mi dai un esempio, c'è degli esercizi dove utilizzare
1747722	1777537	qualsiasi vector giusto per avere uno spunto invece di darlo io chiederlo direttamente a lui l'obiettivo è prendere confidenza sull'uso della classe vector perchè con la classe vector noi abbiamo a disposizione una serie di strumenti tipo la classe vector mi consente ovviamente di intanto di partire con un vettore senza dimensione fisso
1779364	1794667	attenzione, cambiamo totalmente il modo di ragionare in quanto classe nasconde tutto la parte privata non so cosa funziona, so che funziona ci siete?
1794727	1796988	tipo, posso stabilire, calcolare?
1798808	1806370	per esempio, posso partire con un vettore senza dimensione, puoi fare delle aggiunte però mi servono delle operazioni specifiche
1808373	1836116	e in questo caso userò quell'oggetto con i metodi che sono stati previsti da classe vector tipo pushback e placeback intanto il suono pushback e placeback dovete metabolizzarli perchè li ritroveremo anche in altre classi
1837236	1842938	Prendere confidenza con quei termini significa ovviamente già riconoscerli ogni volta che li citerò.
1846079	1862903	E quindi c'è un altro modo di inserire i dati all'interno di un vettore, quindi sfrutta tutte le funzionalità della classe vettore, ricapisco un senso della programmazione del progetto.
1863003	1863904	Io non progetterò nulla.
1866182	1879384	perché vi è importante che approfondiate questo discorso primo motivo devo studiare una classe che hai consegnato tu da dove parto?
1880885	1883045	da dove si parte quando si studiano le classi?
1883065	1894427	costruttori prima cosa che dovete fare i costruttori perché i costruttori sono quelli che andrete ad utilizzare quando dovete distanziare un oggetto
1895729	1907619	e quindi ci sono diversi modi di dichiararli con valori iniziali, senza valori iniziali, con valori pazziali, ci siete?
1909100	1917127	e quindi già questo e dovete ovviamente, poco co, dicendo barbonate, però tutto motivato
1918970	1935324	E lì metterete in evidenza che dovete riflettere sulla presenza di più costruttori, sul motivo, quando vi dico che le classi non si scrivono, si progettano, la prima decisione che dovrò prendere è quanti costruttori ci devo mettere dentro.
1936405	1943531	E per rispondere a questa domanda devo calarmi nei panni di chi lo dovrà usare, un altro programmatore che usa la tua classe,
1946136	1953401	e immaginare tutti i vari modi che lui potrebbe avere a disposizione per poter lavorare con la tua classe.
1954881	1967129	La classe Vector non è fatta per risolvere un problema ma ha tanti problemi, la programmazione di oggetti è rigondante, tanti strumenti, però di questi ne usa soltanto una parte, quelli che mi servono.
1969830	1973853	Se io uso sempre la push non uso la pop, questo significa che c'è la pop
1974600	1981144	occupa spazio, cosa sto cercando di dirvi?
1981184	1994971	Quando progettare non mi preoccupate di mettere il minimo sindacale, pensate sempre che tutto quello che c'è è sempre una risorsa per qualcun altro che andrà ad utilizzare la vostra classe.
1995311	2002295	Quindi pensate sempre ai possibili usi, non all'applicazione che vi ho chiesto di fare costruendo quella classe.
2003095	2025848	il progetto della classe è un progetto di classe il progetto dell'applicazione che usa la classe è un'altra cosa motivo se tu usi la classe vector e decidi di dichiarare nel tuo main un oggetto a cui assegnare una dimensione beh, è perché c'è il costruttore se non ci fosse stato è chiaro?
2026909	2029511	se puoi decidere di partire con un vettore vuoto
2030928	2055545	benissimo, tu parti con un vettore vuoto, non ti puoi il problema, lui ti dà la possibilità che prendi la sintassi e usa la per costruire l'oggetto se vuoi costruire un oggetto con un'inizializzazione tutto zero non c'è bisogno di impostare il ciclo fuori è sufficiente dichiarare ovviamente un vettore con il valore di riferimento 0,0,0,-1,-1,-1
2059173	2079413	lo scrivo una volta, lui lo fa in automatico, noi sappiamo, potremmo non saperlo, sappiamo che dentro c'è un metodo che fa questo lavoro, i famosi metodi di servizio, il metodo che fa praticamente è proprio questo, inizializzazione.
2081327	2104821	sarebbe bello l'ideale per me dice ok, l'ho fatta fare buona discorso progettate voi una classe vector nel senso implementate le stesse funzionalità e lì scoprirete che ci sono tanti metodi privati
2109277	2113598	A questo punto fanno il lavoro... automatizzano tanto le azioni, no?
2115918	2119739	Tipo... Vedo come esercizio, come fate voi.
2120379	2122360	Fate una grazia del vettore con tre produttori.
2124200	2129321	Uno, vi dà la possibilità di creare un vettore vuoto.
2130301	2135222	Due, vi dà la possibilità di creare il vettore con una certa dimensione.
2136389	2143710	prego, vi darò la possibilità di creare un vettore con un'inizializzazione quali sono gli strumenti di guerra che bisogna?
2145531	2159853	questa è una provocazione senza contattare non fare più cazzo per forza per forza e quindi la provocazione, vi ricordate come funzionavano i contattori?
2159953	2164994	oi e questa è la dimostrazione di cosa si nasconde dietro la classica
2166053	2167534	Quanti concetti sono nascosti?
2167634	2183545	Eppure, quando dichiaro un vettore, il nome del vettore, classe vettore, il nome del vettore è virgola.
2184506	2185707	Tanta roba è nascosta.
2187408	2188689	Quindi, la sfida qual è?
2189209	2194473	Io uso i due punti di vista, progetto la mia classe, in prospettiva di un uso,
2195627	2200849	Uso una classe simile e lì non c'è prospettiva.
2201869	2204430	Devo usarla per sviluppare la mia applicazione.
2205690	2209092	Due punti di vista diversi, due modi di ragionare diversi.
2209772	2210352	Chi siete?
2212933	2213333	È chiaro?
2213673	2215954	Non so che vi sembra una lezione filosofica.
2216014	2218055	Il problema è, ho capito il senso delle cose?
2218235	2221556	O se no, praticamente erano grossi 50, sta già succedendo.
2223550	2252632	avete perso tutto quanto a loro nel quarto anno perché cambierò argomento non parlerò più di programmazione chi vuole imparare a programmare può farlo in quattro dopodiché vi servirà solo un pezzo della programmazione programmerlo un pochino e sposteremo l'attenzione su un altro modo di ragionare quindi se dovete fare il lavoro fatelo adesso e sfruttate il chat GPT
2253882	2254963	Ci siete?
2255123	2267493	Allora, quindi, poi c'è l'altro mondo che vorrei che esploraste, la classe string, che vi consentirà di venire a fare solo delle tante vincenze.
2267773	2271936	Ormai tutti quanti obiettivi, cioè, ricordate, tutti gli obiettivi ce l'hanno una classe string.
2272937	2279423	Tipo, io non posso essere lì, cioè, il C mi dice, ok, non può, cos'è una string da me C?
2281718	2308625	è un array di caratteri e il cimi dice non puoi confrontare due array di caratteri direttamente come operatori o le stringhe si o la classe stringhe si il cimi dice tu non puoi assegnare una stringa ad un'altra stringa non puoi usare uguali simbolo di assegnazione con la classe stringhe si
2313758	2320940	E' chiaro che, mi chiedo, la classe stringo lo può fare?
2323301	2323762	E come lo fa?
2326383	2328043	Quella è la popolazione avanzata.
2328303	2337587	Cioè, la differenza tra violenzerare, tra chi prende cento, e chi non prende cento, alzerare.
2340675	2344199	Chi sa programmare, chi non sa programmare.
2344219	2349304	Questo mi strada, perché il venditore è diventato il migliore.
2349344	2351166	Se qualcuno che conosca... Vedi?
2351246	2352328	Le porte sono bucate.
2366611	2368952	che l'hai lasciato là al dente?
2369012	2370853	perché te lo sei dimenticato?
2371533	2391461	perfetto assoluto c'è tutti mi aspettavano, però non me l'entresti però lo aspettava te non me lo aspettavamo, stavo dimenticando ieri, ci sono venuti ieri, l'ho distrutto eh no, però... magari vuole sentire come stai?
2392021	2395423	eh forza sì, ti torno... capisco come sei uscito
2401403	2430947	valui se valui vado altrimenti no e quindi dicevo la stringa, lavorare con il tipo stringa quindi classe stringa e classe rete quindi fate qualcosa e poi vi volevo ascoltare nel senso di dirmi cosa avete capito i punti di partenza restano sempre ok devo imparare a studiare le classi
2432586	2439710	Il riferimento resta... Il riferimento resta... Quelli di Belogno?
2440931	2455359	No, la documentazione penso, C++.com Il riferimento resta... No, C++.com E quindi no, questi lavori non vengono fatti con...
2457370	2462393	artefatti, si va direttamente sul manuale e la documentazione ufficiale.
2463334	2465255	L'obiettivo qual è in pratica?
2466356	2479003	Non trascurate, non vi sto chiedendo di fare una cosa tanto facile, è impegnativa perché l'obiettivo è, non me ne frega un cazzo degli esempi che farete, perché saranno esempi banali.
2479223	2486828	A me interessa come esponete cosa vi è rimasto di questa esperienza, è un'esperienza non esercitazione del cazzo,
2487990	2489091	perché di questo si tratta.
2489891	2492032	L'esperienza quale dovrebbe essere?
2492052	2492032	1.
2492412	2495834	Come ho studiato la classe, da dove ho pronunciato.
2496674	2500776	Quindi il discorso di lavorare sull'interfaccia.
2500816	2506339	Quando studio una classe io non studio la classe con tutto quello che c'è dentro, solamente l'interfaccia.
2506359	2506339	1.
2508660	2510861	L'interfaccia sono tutti i metodi esposti.
